School_code,AgeID,School_name,Town_suburb,Postcode,Phone,School_Email,Website,Fax,latest_year_enrolment_FTE,Indigenous_pct,LBOTE_pct,ICSEA_value,Level_of_schooling,Selective_school,Opportunity_class,School_specialty_type,School_subtype,Support_classes,School_gender,Latitude,Longitude
2307,48598,Kingsgrove Public School,Kingsgrove ,2208,9150 9097,kingsgrove-p.school@det.nsw.edu.au,https://kingsgrove-p.schools.nsw.gov.au,9554 3776,376,np,78,1014,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.947822,151.10156
2310,49393,Kingstown Public School,KINGSTOWN,2358,6778 9131,kingstown-p.school@det.nsw.edu.au,https://kingstown-p.schools.nsw.gov.au,6778 9122,11,np,0,915,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-30.506681,151.116405
8458,50698,Kingswood High School,Kingswood ,2747,4736 1201,kingswood-h.school@det.nsw.edu.au,https://kingswood-h.schools.nsw.gov.au,4736 6011,938,13,28,944,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-33.770416,150.715263
4346,50700,Kingswood Park Public School,Penrith,2750,4721 4414,kingswoopk-p.school@det.nsw.edu.au,https://kingswoopk-p.schools.nsw.gov.au,4721 0904,165,40,21,832,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.741191,150.711457
2312,45849,Kingswood Public School,Kingswood ,2747,4736 4028,kingswood-p.school@det.nsw.edu.au,https://kingswood-p.schools.nsw.gov.au,4736 6012,554,7,76,1061,Primary School,Not Selective,Y,Comprehensive,Kinder to Year 6,,Coed,-33.765884,150.726509
4339,50702,Kingswood South Public School,Kingswood ,2747,4736 2408,kingswoods-p.school@det.nsw.edu.au,https://kingswoods-p.schools.nsw.gov.au,4736 6001,314,14,33,947,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.769287,150.711849
2314,49332,Kirkton Public School,BELFORD,2335,6574 7152,kirkton-p.school@det.nsw.edu.au,https://kirkton-p.schools.nsw.gov.au,6574 7227,28,np,np,941,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-32.609773,151.290092
8437,48663,Kirrawee High School,Kirrawee ,2232,9521 2099,kirrawee-h.school@det.nsw.edu.au,https://kirrawee-h.schools.nsw.gov.au,9545 1547,1095.4,2,15,1086,Secondary School,Not Selective,N,Language,Year 7 to Year 12,,Coed,-34.04348,151.073475
4075,44918,Kirrawee Public School,Kirrawee ,2232,9521 4514,kirrawee-p.school@det.nsw.edu.au,https://kirrawee-p.schools.nsw.gov.au,9545 3318,315,4,30,1050,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.033467,151.07749
2315,49288,Kitchener Public School,KITCHENER,2325,4990 2974,kitchener-p.school@det.nsw.edu.au,https://kitchener-p.schools.nsw.gov.au,4991 1875,113,15,np,924,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-32.87782,151.369977
8320,46337,Kogarah High School,Kogarah ,2217,9587 5815,kogarah-h.school@det.nsw.edu.au,https://kogarah-h.schools.nsw.gov.au/,9553 8316,808,np,93,978,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-33.961161,151.134227
2319,48625,Kogarah Public School,Kogarah ,2217,9587 9472,kogarah-p.school@det.nsw.edu.au,https://kogarah-p.schools.nsw.gov.au,9553 8306,478,0,93,1100,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.962028,151.136618
4409,50038,Koonawarra Public School,Dapto ,2530,4261 2880,koonawarra-p.school@det.nsw.edu.au,https://koonawarra-p.schools.nsw.gov.au,4262 2046,204,37,6,818,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.501193,150.807883
2326,51022,Koorawatha Public School,KOORAWATHA,2807,6345 3414,koorawatha-p.school@det.nsw.edu.au,https://koorawatha-p.schools.nsw.gov.au,6345 3458,6,np,0,795,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.034936,148.559705
8483,50482,Kooringal High School,KOORINGAL,2650,6922 5155,kooringal-h.school@det.nsw.edu.au,https://kooringal-h.schools.nsw.gov.au,6922 3877,822.4,13,13,955,Secondary School,Partially Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-35.142886,147.381528
4173,50483,Kooringal Public School,Wagga Wagga ,2650,6922 6443,kooringal-p.school@det.nsw.edu.au,https://kooringal-p.schools.nsw.gov.au,6926 2034,434,17,11,958,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-35.148828,147.373239
2327,49381,Kootingal Public School,KOOTINGAL,2352,6760 3332,kootingal-p.school@det.nsw.edu.au,https://kootingal-p.schools.nsw.gov.au,6760 3064,197,24,np,911,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-31.053487,151.053682
2330,49659,Kororo Public School,KORORA,2450,6653 6201,kororo-p.school@det.nsw.edu.au,https://kororo-p.schools.nsw.gov.au,6653 6776,572,9,8,1010,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-30.254553,153.131921
8423,49046,Kotara High School,Adamstown ,2289,4943 3281,kotara-h.school@det.nsw.edu.au,https://kotara-h.schools.nsw.gov.au,4942 1049,1164,4,10,1060,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-32.947137,151.706868
5738,49036,Kotara School,Kotara ,2289,4957 3274,kotara-s.school@det.nsw.edu.au,https://kotara-s.schools.nsw.gov.au,4956 1734,28,np,,944,Schools for Specific Purposes,Not Selective,N,Comprehensive,Emotional disturbance,,Coed,-32.94283,151.700379
4203,49038,Kotara South Public School,KOTARA SOUTH,2289,4957 5319,kotarasth-p.school@det.nsw.edu.au,https://kotarasth-p.schools.nsw.gov.au,4956 2203,340,5,13,1070,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-32.946528,151.694255
2333,49542,Krambach Public School,Krambach ,2429,6559 1221,krambach-p.school@det.nsw.edu.au,https://krambach-p.schools.nsw.gov.au,6559 1206,39,15,18,968,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-32.046146,152.272293
2334,48692,Kulnura Public School,Kulnura ,2250,4376 1264,kulnura-p.school@det.nsw.edu.au,https://kulnura-p.schools.nsw.gov.au,4376 1109,29,np,np,959,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.232582,151.216011
8416,47633,Ku-ring-gai High School,NORTH TURRAMURRA,2074,9144 3477,kuringgai-h.school@det.nsw.edu.au,https://kuringgai-h.schools.nsw.gov.au,9983 9331,508.6,np,22,1083,Secondary School,Not Selective,N,Creative Arts,Year 7 to Year 12,,Coed,-33.690973,151.153809
2340,50759,Kurmond Public School,Kurmond ,2757,4573 1648,kurmond-p.school@det.nsw.edu.au,https://kurmond-p.schools.nsw.gov.au,,142,11,6,999,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.549715,150.692309
2341,48662,Kurnell Public School,Kurnell ,2231,9668 9864,kurnell-p.school@det.nsw.edu.au,https://kurnell-p.schools.nsw.gov.au,9668 8131,215,6,13,1002,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.010156,151.203773
2343,50764,Kurrajong East Public School,EAST KURRAJONG,2758,4576 3321,kurrajonge-p.school@det.nsw.edu.au,https://kurrajonge-p.schools.nsw.gov.au,4576 3579,89,7,np,967,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.511172,150.77726
2344,50766,Kurrajong North Public School,KURRAJONG HILLS,2758,4567 7291,kurrajongn-p.school@det.nsw.edu.au,https://kurrajongn-p.schools.nsw.gov.au,,71,8,16,1056,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.541815,150.639446
2342,50768,Kurrajong Public School,Kurrajong ,2758,4573 1647,kurrajong-p.school@det.nsw.edu.au,https://kurrajong-p.schools.nsw.gov.au,4573 2044,206,6,9,1035,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.555196,150.662653
5621,55390,Kurrambee School,Werrington ,2747,9833 7400,kurrambee-s.school@det.nsw.edu.au,https://kurrambee-s.schools.nsw.gov.au,9623 1335,105,10,34,961,Schools for Specific Purposes,Not Selective,N,Comprehensive,Medium / High Support needs,,Coed,-33.766384,150.758912
8177,46345,Kurri Kurri High School,Kurri Kurri ,2327,4937 1877,kurrikurri-h.school@det.nsw.edu.au,https://kurrikurri-h.schools.nsw.gov.au,4937 3773,897.9,21,3,897,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-32.810142,151.486294
7422,49304,Kurri Kurri Public School,Kurri Kurri ,2327,4937 1235,kurrikurri-p.school@det.nsw.edu.au,https://kurrikurri-p.schools.nsw.gov.au,4936 1128,561,20,2,896,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-32.821099,151.478156
5141,56242,Kyeemagh Public School,KYEEMAGH,2216,9567 5819,kyeemaghin-p.school@det.nsw.edu.au,https://kyeemaghin-p.schools.nsw.gov.au,9567 2967,168,np,60,1045,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.94902,151.162305
8189,49754,Kyogle High School,Kyogle ,2474,02 6632 1300,kyogle-h.school@det.nsw.edu.au,https://kyogle-h.schools.nsw.gov.au,02 6632 2590,330,12,4,920,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-28.625772,153.001529
2349,49755,Kyogle Public School,Kyogle ,2474,6632 1200,kyogle-p.school@det.nsw.edu.au,https://kyogle-p.schools.nsw.gov.au,6632 2579,281,15,5,933,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-28.625165,153.003916
2373,47567,La Perouse Public School,La Perouse ,2036,9311 2210,laperouse-p.school@det.nsw.edu.au,https://laperouse-p.schools.nsw.gov.au,9311 3805,91,42,70,906,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.978352,151.235423
2353,50499,Ladysmith Public School,Ladysmith ,2652,6922 1524,ladysmith-p.school@det.nsw.edu.au,https://ladysmith-p.schools.nsw.gov.au,6922 1696,30,np,0,1002,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-35.208549,147.510963
2354,50420,Laggan Public School,Laggan ,2583,4837 3215,laggan-p.school@det.nsw.edu.au,https://laggan-p.schools.nsw.gov.au,4837 3227,11,0,0,976,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.406246,149.527721
2356,49290,Laguna Public School,Laguna,2325,4998 8251,laguna-p.school@det.nsw.edu.au,https://laguna-p.schools.nsw.gov.au,4998 8106,50,np,np,1005,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-32.992121,151.130526
4230,48653,Laguna Street Public School,Caringbah ,2229,9524 3752,lagunastr-p.school@det.nsw.edu.au,https://lagunastr-p.schools.nsw.gov.au,9540 3031,464,4,17,1087,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.04634,151.11285
2357,50484,Lake Albert Public School,Lake Albert ,2650,6922 6400,lakealbert-p.school@det.nsw.edu.au,https://lakealbert-p.schools.nsw.gov.au,6926 2065,467,14,3,986,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-35.173563,147.37924
2359,46483,Lake Cargelligo Central School,LAKE CARGELLIGO,2672,6898 1008,lakecargel-c.school@det.nsw.edu.au,https://lakecargel-c.schools.nsw.gov.au,6898 1323,225,39,3,849,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,,Coed,-33.294836,146.373966
4654,70231,Lake Cathie Public School,LAKE CATHIE,2445,6584 8060,lakecathie-p.school@det.nsw.edu.au,https://lakecathie-p.schools.nsw.gov.au,6584 8070,379,7,3,1004,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-31.570257,152.826093
4011,49952,Lake Heights Public School,LAKE HEIGHTS,2502,4274 1740,lakeheight-p.school@det.nsw.edu.au,https://lakeheight-p.schools.nsw.gov.au,4276 2872,126,15,27,928,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.489668,150.868047
8474,46501,Lake Illawarra High School,Lake Illawarra ,2528,4296 3844,lakeillawa-h.school@det.nsw.edu.au,https://lakeillawa-h.schools.nsw.gov.au,4296 3948,547.8,22,8,890,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-34.541828,150.850426
3867,50026,Lake Illawarra South Public School,LAKE ILLAWARRA,2528,4295 1924,lakeillaws-p.school@det.nsw.edu.au,https://lakeillaws-p.schools.nsw.gov.au,4297 2803,198,14,19,942,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.539523,150.859302
8210,48991,Lake Macquarie High School,Booragul ,2284,4958 1544,lakemacqua-h.school@det.nsw.edu.au,https://lakemacqua-h.schools.nsw.gov.au,4958 1746,434,20,6,909,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-32.975553,151.613863
8279,56629,Lake Munmorah High School,Lake Munmorah,2259,4358 1411,lakemunmor-h.school@det.nsw.edu.au,https://lakemunmor-h.schools.nsw.gov.au,4358 1433,672,15,7,927,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-33.189743,151.573699
2362,48711,Lake Munmorah Public School,Lake Munmorah,2259,4358 1171,lakemunmor-p.school@det.nsw.edu.au,https://lakemunmor-p.schools.nsw.gov.au,,399,14,7,952,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.1882,151.575559
2363,50545,Lake Wyangan Public School,Lake Wyangan ,2680,6962 3217,lakewyanga-p.school@det.nsw.edu.au,https://lakewyanga-p.schools.nsw.gov.au,6964 1462,70,16,49,930,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.248183,146.034238
4266,50039,Lakelands Public School,Dapto ,2530,4261 1540,lakelands-p.school@det.nsw.edu.au,https://lakelands-p.schools.nsw.gov.au,4262 2047,343,10,9,948,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.505002,150.795602
2360,48567,Lakemba Public School,Lakemba ,2195,9759 8079,lakemba-p.school@det.nsw.edu.au,https://lakemba-p.schools.nsw.gov.au,9740 6794,397,0,98,985,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.923615,151.070046
5686,48741,Lakeside School,Gateshead,2290,4943 8999,lakeside-s.school@det.nsw.edu.au,https://lakeside-s.schools.nsw.gov.au,4943 4022,46,28,np,877,Schools for Specific Purposes,Not Selective,N,Comprehensive,Medium / High Support needs,,Coed,-32.983678,151.692016
4191,47820,Lalor Park Public School,Lalor Park ,2147,9624 4808,lalorpark-p.school@det.nsw.edu.au,https://lalorpark-p.schools.nsw.gov.au,9838 7651,159,16,38,923,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.760504,150.93125
8482,49118,Lambton High School,Lambton ,2299,4952 3977,lambton-h.school@det.nsw.edu.au,https://lambton-h.schools.nsw.gov.au,4956 2429,1153.5,6,18,1051,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-32.917918,151.722034
2366,49121,Lambton Public School,LAMBTON,2299,4957 1667,lambton-p.school@det.nsw.edu.au,https://lambton-p.schools.nsw.gov.au,,342,9,15,1040,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-32.911705,151.704134
2368,47616,Lane Cove Public School,Lane Cove ,2066,9427 1024,lanecove-p.school@det.nsw.edu.au,https://lanecove-p.schools.nsw.gov.au,9418 6277,769,np,48,1170,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.816514,151.169134
3908,47617,Lane Cove West Public School,Lane Cove,2066,9427 4743,lanecovew-p.school@det.nsw.edu.au,https://lanecovew-p.schools.nsw.gov.au,9418 6865,531,np,38,1160,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.809886,151.152003
2370,49549,Lansdowne Public School,Lansdowne,2430,6556 7147,lansdowne-p.school@det.nsw.edu.au,https://lansdowne-p.schools.nsw.gov.au,6556 7064,34,29,0,868,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-31.783944,152.532056
4391,48519,Lansvale East Public School,Cabramatta,2166,9728 1278,lansvalee-p.school@det.nsw.edu.au,https://lansvalee-p.schools.nsw.gov.au,9728 2339,136,np,90,927,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.897993,150.964109
5220,48520,Lansvale Public School,CANLEY VALE,2166,9724 5252,lansvale-p.school@det.nsw.edu.au,https://lansvale-p.schools.nsw.gov.au,,677,1,95,964,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.890977,150.953555
4424,50834,Lapstone Public School,Glenbrook ,2773,4739 2208,lapstone-p.school@det.nsw.edu.au,https://lapstone-p.schools.nsw.gov.au/,4739 2301,199,np,12,1108,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.772117,150.631327
2374,49179,Largs Public School,Largs ,2320,4930 1494,largs-p.school@det.nsw.edu.au,https://largs-p.schools.nsw.gov.au,4930 1843,147,10,np,986,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-32.700491,151.60564
2375,49810,Larnook Public School,LARNOOK,2480,6688 0133,larnook-p.school@det.nsw.edu.au,https://larnook-p.schools.nsw.gov.au,6688 0189,21,np,0,883,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-28.648612,153.114765
2377,49637,Laurieton Public School,Laurieton ,2443,6559 9084,laurieton-p.school@det.nsw.edu.au,https://laurieton-p.schools.nsw.gov.au,6559 9572,163,13,5,980,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-31.651768,152.797491
4168,50447,Lavington East Public School,Lavington,2641,6025 1157,lavingtone-p.school@det.nsw.edu.au,https://lavingtone-p.schools.nsw.gov.au,02 6040 2332,284,12,25,931,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-36.039323,146.948942
2378,50448,Lavington Public School,Lavington ,2641,6025 1864,lavington-p.school@det.nsw.edu.au,https://lavington-p.schools.nsw.gov.au,6040 2325,433,15,13,945,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-36.037411,146.928265
5632,56246,Lawrence Hargrave School,Warwick Farm ,2170,9602 3823,lawrenceha-s.school@det.nsw.edu.au,https://lawrenceha-s.schools.nsw.gov.au,9822 5092,46,33,30,784,Schools for Specific Purposes,Not Selective,N,Comprehensive,Medium / High Support needs,,Coed,-33.908215,150.935355
2379,49714,Lawrence Public School,Lawrence ,2460,6647 7354,lawrence-p.school@det.nsw.edu.au,https://lawrence-p.schools.nsw.gov.au,6647 7068,62,11,12,936,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-29.491625,153.100368
2381,50871,Lawson Public School,Lawson,2783,4759 1196,lawson-p.school@det.nsw.edu.au,https://lawson-p.schools.nsw.gov.au,4759 2693,198,13,14,1030,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.721217,150.428243
8156,50557,Leeton High School,Leeton,2705,6953 2122,leeton-h.school@det.nsw.edu.au,https://leeton-h.schools.nsw.gov.au,6953 5085,448,17,13,915,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-34.54684,146.405976
2386,50558,Leeton Public School,Leeton,2705,6953 3488,leeton-p.school@det.nsw.edu.au,https://leeton-p.schools.nsw.gov.au,6953 3175,318,7,17,978,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.546126,146.407232
1740,49738,Leeville Public School,Leeville ,2470,6664 1280,leeville-p.school@det.nsw.edu.au,https://leeville-p.schools.nsw.gov.au,6664 1353,58,16,np,920,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-28.930843,153.003537
7423,47586,Leichhardt Public School,LEICHHARDT,2040,9560 9440,leichhardt-p.school@det.nsw.edu.au,https://leichhardt-p.schools.nsw.gov.au,9550 9412,669,3,35,1120,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.88427,151.15814
4184,49767,Lennox Head Public School,Lennox Head,2478,6687 7230,lennoxhead-p.school@det.nsw.edu.au,https://lennoxhead-p.schools.nsw.gov.au,6687 7082,492,4,13,1062,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-28.794377,153.590695
4475,50704,Leonay Public School,Emu Plains ,2750,4735 5851,leonay-p.school@det.nsw.edu.au,https://leonay-p.schools.nsw.gov.au,4735 6373,208,9,6,1043,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.76432,150.650498
2926,48548,Leppington Public School,Leppington,2179,9606 5397,leppington-p.school@det.nsw.edu.au,https://leppington-p.schools.nsw.gov.au,9606 5244,232,6,69,989,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.959269,150.810901
5712,48541,Les Powell School,Mount Pritchard,2170,9821 1711,lespowell-s.school@det.nsw.edu.au,https://lespowell-s.schools.nsw.gov.au,9821 2634,75,np,87,930,Schools for Specific Purposes,Not Selective,N,Comprehensive,Medium / High Support needs,,Coed,-33.90434,150.91237
4408,50805,Lethbridge Park Public School,Lethbridge Park,2770,9628 6655,lethbridpk-p.school@det.nsw.edu.au,https://lethbridpk-p.schools.nsw.gov.au,9628 0651,415,32,31,843,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.737964,150.800109
8532,46508,Leumeah High School,Leumeah ,2560,46257755,leumeah-h.school@det.nsw.edu.au,https://leumeah-h.schools.nsw.gov.au,4628 5015,718,8,41,949,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-34.054339,150.84737
4058,50208,Leumeah Public School,Leumeah ,2560,4625 5245,leumeah-p.school@det.nsw.edu.au,https://leumeah-p.schools.nsw.gov.au,4625 0306,492,4,64,1039,Primary School,Not Selective,Y,Comprehensive,Kinder to Year 6,,Coed,-34.049425,150.840373
2391,50868,Leura Public School,Leura,2780,4784 1251,leura-p.school@det.nsw.edu.au,https://leura-p.schools.nsw.gov.au,4784 3156,211,3,20,1064,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.711151,150.336733
4369,47606,Lewisham Public School,LEWISHAM,2049,9569 4536,lewisham-p.school@det.nsw.edu.au,https://lewisham-p.schools.nsw.gov.au,9569 8391,241,5,38,1093,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.897746,151.146076
2394,47790,Lidcombe Public School,Lidcombe ,2141,9649 7576,lidcombe-p.school@det.nsw.edu.au,https://lidcombe-p.schools.nsw.gov.au,9749 1197,839,np,93,1005,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.861019,151.046926
2395,56309,Lightning Ridge Central School,LIGHTNING RIDGE,2834,6829 0511,lightningr-c.school@det.nsw.edu.au,https://lightningr-c.schools.nsw.gov.au,6829 0137,349,53,8,821,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,,Coed,-29.425211,147.978614
4084,48654,Lilli Pilli Public School,Lilli Pilli ,2229,9524 9705,lillipilli-p.school@det.nsw.edu.au,https://lillipilli-p.schools.nsw.gov.au,9540 3076,385,2,10,1125,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.066592,151.118387
5757,58125,Lincoln School,Dubbo ,2830,6881 0870,lincoln-s.school@det.nsw.edu.au,https://lincoln-s.schools.nsw.gov.au,6881 0872,18,100,0,698,Schools for Specific Purposes,Not Selective,N,Comprehensive,Juvenile Justice establishment,,Coed,-32.2313,148.5784
2404,47627,Lindfield East Public School,East Lindfield,2070,9416 1955,lindfielde-p.school@det.nsw.edu.au,https://lindfielde-p.schools.nsw.gov.au,,585,0,62,1172,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.767479,151.18429
4658,85782,Lindfield Learning Village,Lindfield,2070,9415 8006,lindfieldlearningvillage@det.nsw.edu.au,https://lindfieldlearningvillage.schools.nsw.gov.au,,710.8,1,39,1160,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,,Coed,-33.790062,151.160509
2403,47626,Lindfield Public School,Lindfield ,2070,9416 1903,lindfield-p.school@det.nsw.edu.au,https://lindfield-p.schools.nsw.gov.au,9416 2317,749,np,62,1172,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.78075,151.168917
4042,49941,Lindsay Park Public School,Wollongong ,2500,4229 2487,lindsaypk-p.school@det.nsw.edu.au,https://lindsaypk-p.schools.nsw.gov.au,4228 3145,343,4,18,1052,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.430004,150.860942
8544,54977,Lisarow High School,LISAROW,2250,4328 4599,lisarow-h.school@det.nsw.edu.au,https://lisarow-h.schools.nsw.gov.au,4329 1416,762.2,7,9,1008,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-33.385327,151.370354
2407,48682,Lisarow Public School,LISAROW,2250,4362 1048,lisarow-p.school@det.nsw.edu.au,https://lisarow-p.schools.nsw.gov.au,4362 1621,208,6,9,1049,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.381283,151.376296
4085,44407,Lismore Heights Public School,Lismore Heights ,2480,6624 3344,lismorehts-p.school@det.nsw.edu.au,https://lismorehts-p.schools.nsw.gov.au,6625 2154,231,23,10,971,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-28.806982,153.300641
1780,49816,Lismore Public School,Lismore ,2480,6621 5366,lismore-p.school@det.nsw.edu.au,https://lismore-p.schools.nsw.gov.au,6622 1801,191,26,8,885,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-28.814289,153.2909
2409,49819,Lismore South Public School,South Lismore,2480,6621 3433,lismoresth-p.school@det.nsw.edu.au,https://lismoresth-p.schools.nsw.gov.au,6622 2797,147,22,10,909,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-28.809502,153.262056
8125,50962,Lithgow High School,LITHGOW,2790,6352 1422,lithgow-h.school@det.nsw.edu.au,https://lithgow-h.schools.nsw.gov.au,6353 1081,654.2,17,6,917,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-33.485739,150.166271
2410,50963,Lithgow Public School,Lithgow ,2790,6351 2297,lithgow-p.school@det.nsw.edu.au,https://lithgow-p.schools.nsw.gov.au,6353 1039,357,15,6,936,Primary School,Not Selective,Y,Comprehensive,Kinder to Year 6,,Coed,-33.482092,150.160227
8186,48535,Liverpool Boys High School,LIVERPOOL,2170,9602 7979,liverpoolb-h.school@det.nsw.edu.au,https://liverpoolb-h.schools.nsw.gov.au,9821 4068,499.8,3,90,909,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Boys,-33.917157,150.93154
8176,48536,Liverpool Girls High School,Liverpool ,2170,9602 0083,liverpool-h.school@det.nsw.edu.au,https://liverpool-h.schools.nsw.gov.au,9822 4351,736,2,89,930,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Girls,-33.917986,150.931475
5556,67669,Liverpool Hospital School,Liverpool ,2170,8738 5660,liverplhos-s.school@det.nsw.edu.au,https://liverplhos-s.schools.nsw.gov.au,8738 5659,,,,,Schools for Specific Purposes,Not Selective,N,Comprehensive,Hospital School,,Coed,-33.919912,150.931084
7424,48537,Liverpool Public School,Liverpool,2170,9602 7882,liverpool-p.school@det.nsw.edu.au,https://liverpool-p.schools.nsw.gov.au,9821 3030,656,2,90,956,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.923572,150.925924
